race_id,馬番,評価,評価スコア
202505050412,13,C,1.0
202505050501,1,B,2.0
202505050501,2,B,2.0
202505050501,3,B,2.0
202505050501,4,B,2.0
202505050501,5,C,1.0
202505050501,6,C,1.0
202505050501,7,C,1.0
202505050501,8,C,1.0
202505050501,9,B,2.0
202505050501,10,C,1.0
202505050501,11,C,1.0
202505050501,12,C,1.0
202505050501,14,C,1.0
202505050501,15,C,1.0
202505050501,16,B,2.0
202505050502,1,C,1.0
202505050502,2,C,1.0
202505050502,3,B,2.0
202505050502,4,C,1.0
202505050502,5,B,2.0
202505050502,6,B,2.0
202505050502,7,C,1.0
202505050502,8,B,2.0
202505050502,9,B,2.0
202505050502,10,C,1.0
202505050502,11,B,2.0
202505050502,12,C,1.0
202505050502,13,B,2.0
202505050502,14,C,1.0
202505050502,15,B,2.0
202505050502,16,C,1.0
202505050502,17,B,2.0
202505050502,18,B,2.0
202505050503,1,C,1.0
202505050503,2,B,2.0
202505050503,3,C,1.0
202505050503,4,B,2.0
202505050503,5,B,2.0
202505050503,7,C,1.0
202505050503,8,B,2.0
202505050503,9,C,1.0
202505050503,10,B,2.0
202505050503,11,B,2.0
202505050503,12,B,2.0
202505050503,13,B,2.0
202505050503,14,C,1.0
202505050503,15,C,1.0
202505050503,16,B,2.0
202505050503,17,C,1.0
202505050503,18,C,1.0
202505050504,1,C,1.0
202505050504,2,B,2.0
202505050504,3,C,1.0
202505050504,4,C,1.0
202505050504,5,B,2.0
202505050504,6,B,2.0
202505050504,7,B,2.0
202505050504,9,C,1.0
202505050504,10,C,1.0
202505050504,11,B,2.0
202505050504,12,C,1.0
202505050504,13,B,2.0
202505050504,14,C,1.0
202505050504,15,C,1.0
202505050505,1,C,1.0
202505050505,2,B,2.0
202505050505,3,B,2.0
202505050505,4,B,2.0
202505050505,5,B,2.0
202505050505,6,B,2.0
202505050505,7,B,2.0
202505050505,8,B,2.0
202505050505,9,C,1.0
202505050505,10,B,2.0
202505050505,11,B,2.0
202505050506,1,C,1.0
202505050506,2,C,1.0
202505050506,3,C,1.0
202505050506,4,C,1.0
202505050506,5,B,2.0
202505050506,6,C,1.0
202505050506,7,C,1.0
202505050506,8,B,2.0
202505050506,9,B,2.0
202505050506,10,C,1.0
202505050506,11,C,1.0
202505050506,12,C,1.0
202505050506,13,B,2.0
202505050506,14,B,2.0
202505050506,15,B,2.0
202505050506,16,B,2.0
202505050507,1,C,1.0
202505050507,2,B,2.0
202505050507,3,B,2.0
202505050507,4,B,2.0
202505050507,5,B,2.0
202505050507,7,C,1.0
202505050507,8,B,2.0
202505050507,9,C,1.0
202505050507,10,C,1.0
202505050507,11,B,2.0
202505050507,12,C,1.0
202505050507,13,B,2.0
202505050507,14,C,1.0
202505050507,15,C,1.0
202505050507,16,B,2.0
202505050508,1,B,2.0
202505050508,2,B,2.0
202505050508,3,B,2.0
202505050508,4,B,2.0
202505050508,5,C,1.0
202505050508,6,B,2.0
202505050508,7,C,1.0
202505050508,8,B,2.0
202505050508,9,B,2.0
202505050508,10,B,2.0
202505050508,11,B,2.0
202505050508,12,B,2.0
202505050508,13,C,1.0
202505050508,14,B,2.0
202505050508,15,C,1.0
202505050508,16,C,1.0
202505050509,1,B,2.0
202505050509,2,B,2.0
202505050509,3,B,2.0
202505050509,4,C,1.0
202505050509,5,B,2.0
202505050509,6,B,2.0
202505050509,7,B,2.0
202505050509,8,B,2.0
202505050510,1,B,2.0
202505050510,2,B,2.0
202505050510,3,B,2.0
202505050510,4,C,1.0
202505050510,5,B,2.0
202505050510,6,B,2.0
202505050510,7,B,2.0
202505050510,8,C,1.0
202505050510,9,B,2.0
202505050510,10,C,1.0
202505050510,11,B,2.0
202505050510,12,C,1.0
202505050510,14,C,1.0
202505050510,15,B,2.0
202505050510,16,C,1.0
202505050510,17,C,1.0
202505050511,1,B,2.0
202505050511,2,B,2.0
202505050511,3,B,2.0
202505050511,4,A,3.0
202505050511,5,B,2.0
202505050511,6,C,1.0
202505050511,7,B,2.0
202505050511,8,B,2.0
202505050511,9,C,1.0
202505050511,10,B,2.0
202505050511,11,B,2.0
202505050511,12,C,1.0
202505050511,13,B,2.0
202505050511,14,C,1.0
202505050511,15,B,2.0
202505050511,16,B,2.0
202505050512,1,B,2.0
202505050512,2,B,2.0
202505050512,3,C,1.0
202505050512,4,B,2.0
202505050512,5,C,1.0
202505050512,6,C,1.0
202505050512,7,B,2.0
202505050512,8,B,2.0
202505050512,9,C,1.0
202505050512,10,B,2.0
202505050512,11,B,2.0
202505050512,12,B,2.0
202505050512,13,B,2.0
202505050512,14,C,1.0
202505050512,15,C,1.0
202505050512,16,B,2.0
202505050512,17,C,1.0
202505050512,18,B,2.0
202505050601,2,B,2.0
202505050601,5,B,2.0
202505050601,6,B,2.0
202505050601,7,C,1.0
202505050601,8,C,1.0
202505050601,9,C,1.0
202505050601,11,C,1.0
202505050601,12,B,2.0
202505050601,13,C,1.0
202505050601,14,B,2.0
202505050601,15,C,1.0
202505050602,1,B,2.0
202505050602,2,C,1.0
202505050602,3,B,2.0
202505050602,4,C,1.0
202505050602,5,C,1.0
202505050602,7,C,1.0
202505050602,8,B,2.0
202505050602,9,C,1.0
202505050602,10,B,2.0
202505050602,11,A,3.0
202505050602,12,B,2.0
202505050602,13,C,1.0
202505050602,14,B,2.0
202505050602,15,B,2.0
202505050602,16,C,1.0
202505050602,18,C,1.0
202505050603,1,B,2.0
202505050603,2,C,1.0
202505050603,3,B,2.0
202505050603,5,C,1.0
202505050603,6,B,2.0
202505050603,7,B,2.0
202505050603,8,C,1.0
202505050603,9,C,1.0
202505050603,10,C,1.0
202505050603,11,C,1.0
202505050603,12,C,1.0
202505050603,13,B,2.0
202505050603,14,C,1.0
202505050603,15,C,1.0
202505050603,16,C,1.0
202505050604,1,C,1.0
202505050604,2,B,2.0
202505050604,3,C,1.0
202505050604,5,C,1.0
202505050604,6,B,2.0
202505050604,8,C,1.0
202505050604,9,C,1.0
202505050604,10,B,2.0
202505050604,12,B,2.0
202505050604,13,B,2.0
202505050604,14,C,1.0
202505050605,1,C,1.0
202505050605,2,B,2.0
202505050605,3,B,2.0
202505050605,4,B,2.0
202505050605,5,B,2.0
202505050605,6,B,2.0
202505050605,7,B,2.0
202505050605,8,C,1.0
202505050605,9,B,2.0
202505050605,10,B,2.0
202505050605,11,B,2.0
202505050605,12,B,2.0
202505050605,13,C,1.0
202505050605,14,C,1.0
202505050605,15,B,2.0
202505050605,16,C,1.0
202505050606,1,B,2.0
202505050606,2,C,1.0
202505050606,3,B,2.0
202505050606,4,B,2.0
202505050606,5,C,1.0
202505050606,6,C,1.0
202505050606,7,B,2.0
202505050606,8,C,1.0
202505050606,10,B,2.0
202505050606,11,B,2.0
202505050606,13,C,1.0
202505050607,1,C,1.0
202505050607,2,C,1.0
202505050607,3,C,1.0
202505050607,4,C,1.0
202505050607,5,B,2.0
202505050607,6,C,1.0
202505050607,7,B,2.0
202505050607,8,B,2.0
202505050607,9,C,1.0
202505050607,10,A,3.0
202505050607,11,C,1.0
202505050607,12,C,1.0
202505050607,13,C,1.0
202505050607,14,C,1.0
202505050608,1,B,2.0
202505050608,2,B,2.0
202505050608,3,C,1.0
202505050608,4,B,2.0
202505050608,5,B,2.0
202505050608,6,C,1.0
202505050608,7,A,3.0
202505050608,8,B,2.0
202505050608,9,B,2.0
202505050608,10,C,1.0
202505050608,11,B,2.0
202505050608,12,B,2.0
202505050608,13,B,2.0
202505050608,14,C,1.0
202505050608,15,B,2.0
202505050608,16,C,1.0
202505050609,1,B,2.0
202505050609,2,C,1.0
202505050609,3,C,1.0
202505050609,4,B,2.0
202505050609,5,B,2.0
202505050609,6,B,2.0
202505050609,7,C,1.0
202505050609,8,B,2.0
202505050609,9,C,1.0
202505050609,10,B,2.0
202505050609,11,B,2.0
202505050609,12,B,2.0
202505050610,1,B,2.0
202505050610,2,B,2.0
202505050610,3,B,2.0
202505050610,4,B,2.0
202505050610,5,B,2.0
202505050610,6,B,2.0
202505050610,7,C,1.0
202505050610,9,B,2.0
202505050610,10,C,1.0
202505050610,11,B,2.0
202505050610,13,B,2.0
202505050610,14,C,1.0
202505050610,15,B,2.0
202505050610,16,C,1.0
202505050611,1,B,2.0
202505050611,2,B,2.0
202505050611,3,B,2.0
202505050611,4,B,2.0
202505050611,5,B,2.0
202505050611,6,B,2.0
202505050611,7,B,2.0
202505050611,8,B,2.0
202505050611,9,B,2.0
202505050611,10,B,2.0
202505050611,11,C,1.0
202505050611,12,B,2.0
202505050612,1,C,1.0
202505050612,2,B,2.0
202505050612,3,B,2.0
202505050612,4,C,1.0
202505050612,5,B,2.0
202505050612,6,B,2.0
202505050612,7,C,1.0
202505050612,8,B,2.0
202505050612,9,B,2.0
202505050612,10,C,1.0
202505050612,11,B,2.0
202505050612,12,B,2.0
202505050612,13,B,2.0
202505050612,15,B,2.0
202505050612,16,B,2.0
202505050612,17,C,1.0
202505050612,18,C,1.0
202505050701,1,B,2.0
202505050701,2,B,2.0
202505050701,3,C,1.0
202505050701,4,C,1.0
202505050701,5,C,1.0
202505050701,6,B,2.0
202505050701,7,B,2.0
202505050701,8,B,2.0
202505050701,9,C,1.0
202505050701,10,B,2.0
202505050701,11,B,2.0
202505050701,12,B,2.0
202505050701,13,B,2.0
202505050702,1,C,1.0
202505050702,2,C,1.0
202505050702,3,B,2.0
202505050702,4,B,2.0
202505050702,5,C,1.0
202505050702,6,C,1.0
202505050702,7,C,1.0
202505050702,8,C,1.0
202505050702,9,C,1.0
202505050702,10,B,2.0
202505050702,11,B,2.0
202505050702,12,C,1.0
202505050702,13,C,1.0
202505050702,14,B,2.0
202505050702,15,B,2.0
202505050702,16,C,1.0
202505050702,17,C,1.0
202505050702,18,C,1.0
202505050703,2,C,1.0
202505050703,3,B,2.0
202505050703,5,B,2.0
202505050703,6,C,1.0
202505050703,7,B,2.0
202505050703,8,C,1.0
202505050703,9,C,1.0
202505050703,10,C,1.0
202505050703,12,B,2.0
202505050704,1,C,1.0
202505050704,2,B,2.0
202505050704,3,C,1.0
202505050704,4,C,1.0
202505050704,5,B,2.0
202505050704,6,C,1.0
202505050704,7,C,1.0
202505050704,9,C,1.0
202505050704,10,B,2.0
202505050704,11,C,1.0
202505050704,12,B,2.0
202505050704,13,C,1.0
202505050704,14,C,1.0
202505050704,15,C,1.0
202505050704,16,B,2.0
202505050705,1,C,1.0
202505050705,2,C,1.0
202505050705,3,B,2.0
202505050705,4,C,1.0
202505050705,5,C,1.0
202505050705,6,C,1.0
202505050705,7,B,2.0
202505050705,8,B,2.0
202505050705,9,C,1.0
202505050705,10,B,2.0
202505050705,11,B,2.0
202505050705,12,C,1.0
202505050705,13,B,2.0
202505050706,1,C,1.0
202505050706,2,B,2.0
202505050706,3,B,2.0
202505050706,4,B,2.0
202505050706,5,C,1.0
202505050706,6,C,1.0
202505050706,7,B,2.0
202505050706,8,B,2.0
202505050706,9,B,2.0
202505050706,10,C,1.0
202505050706,11,B,2.0
202505050706,12,C,1.0
202505050706,13,C,1.0
202505050706,14,B,2.0
202505050706,15,C,1.0
202505050706,16,B,2.0
202505050707,1,B,2.0
202505050707,2,B,2.0
202505050707,3,C,1.0
202505050707,4,B,2.0
202505050707,5,B,2.0
202505050707,6,B,2.0
202505050707,7,C,1.0
202505050707,8,B,2.0
202505050707,9,B,2.0
202505050707,10,B,2.0
202505050707,11,B,2.0
202505050707,12,B,2.0
202505050707,13,B,2.0
202505050707,14,C,1.0
202505050707,15,B,2.0
202505050707,16,B,2.0
202505050708,1,B,2.0
202505050708,2,B,2.0
202505050708,3,B,2.0
202505050708,4,C,1.0
202505050708,5,C,1.0
202505050708,6,B,2.0
202505050708,7,B,2.0
202505050708,8,C,1.0
202505050708,9,B,2.0
202505050708,10,B,2.0
202505050708,11,B,2.0
202505050708,12,C,1.0
202505050708,13,C,1.0
202505050708,14,B,2.0
202505050708,15,B,2.0
202505050708,16,B,2.0
202505050709,1,B,2.0
202505050709,2,B,2.0
202505050709,3,B,2.0
202505050709,4,B,2.0
202505050709,5,B,2.0
202505050709,6,B,2.0
202505050709,7,B,2.0
202505050709,8,B,2.0
202505050709,9,B,2.0
202505050709,10,B,2.0
202505050709,11,B,2.0
202505050709,12,B,2.0
202505050710,1,B,2.0
202505050710,2,B,2.0
202505050710,3,B,2.0
202505050710,4,B,2.0
202505050710,5,C,1.0
202505050710,6,B,2.0
202505050710,7,B,2.0
202505050710,8,C,1.0
202505050710,9,B,2.0
202505050710,10,C,1.0
202505050710,12,C,1.0
202505050710,13,B,2.0
202505050710,14,B,2.0
202505050710,15,B,2.0
202505050710,16,B,2.0
202505050711,1,B,2.0
202505050711,2,B,2.0
202505050711,3,B,2.0
202505050711,4,A,3.0
202505050711,5,A,3.0
202505050711,6,B,2.0
202505050711,7,C,1.0
202505050711,8,B,2.0
202505050711,9,B,2.0
202505050711,10,B,2.0
202505050711,11,B,2.0
202505050711,12,B,2.0
202505050711,13,B,2.0
202505050711,14,C,1.0
202505050711,15,B,2.0
202505050711,16,B,2.0
202505050711,17,A,3.0
202505050711,18,B,2.0
202505050712,1,B,2.0
202505050712,2,C,1.0
202505050712,3,B,2.0
202505050712,4,B,2.0
202505050712,5,B,2.0
202505050712,6,B,2.0
202505050712,7,C,1.0
202505050712,8,C,1.0
202505050712,9,B,2.0
202505050801,1,B,2.0
202505050801,2,B,2.0
202505050801,3,C,1.0
202505050801,4,C,1.0
202505050801,5,B,2.0
202505050801,7,B,2.0
202505050801,8,C,1.0
202505050801,9,C,1.0
202505050801,10,C,1.0
202505050801,11,B,2.0
202505050801,12,B,2.0
202505050801,13,B,2.0
202505050801,14,C,1.0
202505050801,15,B,2.0
202505050801,16,B,2.0
202505050802,1,C,1.0
202505050802,2,C,1.0
202505050802,3,B,2.0
202505050802,4,C,1.0
202505050802,5,B,2.0
202505050802,6,C,1.0
202505050802,7,C,1.0
202505050802,8,B,2.0
202505050802,9,C,1.0
202505050802,10,C,1.0
202505050802,11,B,2.0
202505050802,12,B,2.0
202505050802,13,B,2.0
202505050803,1,C,1.0
202505050803,2,B,2.0
202505050803,3,B,2.0
202505050803,4,C,1.0
202505050803,5,C,1.0
202505050803,6,C,1.0
202505050803,7,B,2.0
202505050803,8,B,2.0
202505050803,9,C,1.0
202505050803,10,B,2.0
202505050803,11,C,1.0
202505050803,12,B,2.0
202505050803,13,B,2.0
202505050803,15,B,2.0
202505050803,16,B,2.0
202505050804,1,C,1.0
202505050804,2,C,1.0
202505050804,3,C,1.0
202505050804,4,B,2.0
202505050804,6,B,2.0
202505050804,9,C,1.0
202505050804,11,C,1.0
202505050804,12,C,1.0
202505050804,13,B,2.0
202505050805,3,B,2.0
202505050805,4,C,1.0
202505050805,5,B,2.0
202505050805,6,B,2.0
202505050805,7,B,2.0
202505050805,8,B,2.0
202505050805,9,A,3.0
202505050805,10,B,2.0
202505050805,11,C,1.0
202505050805,12,C,1.0
202505050805,13,C,1.0
202505050805,15,C,1.0
202505050805,16,C,1.0
202505050806,1,B,2.0
202505050806,2,C,1.0
202505050806,3,B,2.0
202505050806,4,B,2.0
202505050806,5,C,1.0
202505050806,6,A,3.0
202505050806,7,C,1.0
202505050806,8,B,2.0
202505050806,9,C,1.0
202505050806,10,B,2.0
202505050806,11,B,2.0
202505050806,12,B,2.0
202505050807,1,B,2.0
202505050807,2,B,2.0
202505050807,3,C,1.0
202505050807,4,A,3.0
202505050807,5,B,2.0
202505050807,6,A,3.0
202505050807,7,B,2.0
202505050807,8,C,1.0
202505050807,9,B,2.0
202505050807,10,B,2.0
202505050807,11,B,2.0
202505050807,12,B,2.0
202505050807,13,B,2.0
202505050807,14,B,2.0
202505050807,15,C,1.0
202505050807,16,B,2.0
202505050808,1,B,2.0
202505050808,2,B,2.0
202505050808,3,B,2.0
202505050808,4,B,2.0
202505050808,5,B,2.0
202505050808,6,B,2.0
202505050808,7,B,2.0
202505050808,8,B,2.0
202505050809,1,C,1.0
202505050809,2,B,2.0
202505050809,3,B,2.0
202505050809,4,B,2.0
202505050809,5,B,2.0
202505050809,6,B,2.0
202505050809,7,B,2.0
202505050809,8,B,2.0
202505050809,9,C,1.0
202505050810,1,C,1.0
202505050810,2,C,1.0
202505050810,3,C,1.0
202505050810,4,B,2.0
202505050810,5,B,2.0
202505050810,6,B,2.0
202505050810,7,B,2.0
202505050810,8,B,2.0
202505050810,9,B,2.0
202505050810,10,B,2.0
202505050810,11,B,2.0
202505050810,12,C,1.0
202505050810,13,C,1.0
202505050810,14,B,2.0
202505050810,15,B,2.0
202505050810,16,C,1.0
202505050811,1,B,2.0
202505050811,2,C,1.0
202505050811,3,B,2.0
202505050811,4,B,2.0
202505050811,5,B,2.0
202505050811,6,C,1.0
202505050811,7,B,2.0
202505050811,8,C,1.0
202505050811,9,B,2.0
202505050811,10,B,2.0
202505050811,11,B,2.0
202505050811,12,B,2.0
202505050811,13,B,2.0
202505050811,15,A,3.0
202505050811,16,B,2.0
202505050812,1,B,2.0
202505050812,2,B,2.0
202505050812,3,C,1.0
202505050812,4,B,2.0
202505050812,5,B,2.0
202505050812,6,B,2.0
202505050812,7,C,1.0
202505050812,8,B,2.0
202505050812,9,B,2.0
202505050812,10,B,2.0
202505050812,11,B,2.0
202505050812,12,B,2.0
202505050812,13,B,2.0
202505050812,14,A,3.0
202505050812,15,B,2.0
202505050812,16,B,2.0
202505050812,17,C,1.0
202505050812,18,A,3.0
202506010101,2,C,1.0
202506010101,3,C,1.0
202506010101,4,C,1.0
202506010101,5,C,1.0
202506010101,7,C,1.0
202506010101,8,B,2.0
202506010101,10,B,2.0
202506010101,11,B,2.0
202506010101,12,B,2.0
202506010101,13,C,1.0
202506010101,14,C,1.0
202506010101,15,C,1.0
202506010102,1,C,1.0
202506010102,2,B,2.0
202506010102,3,B,2.0
202506010102,4,C,1.0
202506010102,5,B,2.0
202506010102,6,B,2.0
202506010102,7,C,1.0
202506010102,9,B,2.0
202506010102,10,C,1.0
202506010102,11,B,2.0
202506010102,12,C,1.0
202506010102,13,B,2.0
202506010102,14,C,1.0
202506010102,15,C,1.0
202506010102,16,C,1.0
202506010103,1,B,2.0
202506010103,2,C,1.0
202506010103,3,C,1.0
202506010103,4,C,1.0
202506010103,5,B,2.0
202506010103,7,B,2.0
202506010103,8,C,1.0
202506010103,10,C,1.0
202506010103,11,C,1.0
202506010103,12,C,1.0
202506010103,13,B,2.0
202506010103,14,B,2.0
202506010103,15,B,2.0
202506010103,16,C,1.0
202506010104,1,B,2.0
202506010104,2,C,1.0
202506010104,3,C,1.0
202506010104,4,B,2.0
202506010104,5,B,2.0
202506010104,6,C,1.0
202506010104,7,C,1.0
202506010104,8,C,1.0
202506010104,9,C,1.0
202506010104,10,C,1.0
202506010104,11,C,1.0
202506010104,12,B,2.0
202506010104,13,C,1.0
202506010104,14,C,1.0
202506010104,15,C,1.0
202506010104,16,B,2.0
202506010105,1,B,2.0
202506010105,3,B,2.0
202506010105,4,C,1.0
202506010105,5,C,1.0
202506010105,6,C,1.0
202506010105,7,B,2.0
202506010105,8,B,2.0
202506010105,9,B,2.0
202506010105,10,C,1.0
202506010105,11,B,2.0
202506010105,12,C,1.0
202506010105,14,C,1.0
202506010105,16,B,2.0
202506010106,1,C,1.0
202506010106,2,B,2.0
202506010106,3,B,2.0
202506010106,4,B,2.0
202506010106,5,C,1.0
202506010106,6,C,1.0
202506010106,7,C,1.0
202506010106,8,C,1.0
202506010106,9,B,2.0
202506010106,10,C,1.0
202506010106,11,C,1.0
202506010106,12,B,2.0
202506010106,13,C,1.0
202506010106,14,B,2.0
202506010106,15,C,1.0
202506010106,16,C,1.0
202506010106,17,C,1.0
202506010106,18,C,1.0
202506010107,1,B,2.0
202506010107,2,C,1.0
202506010107,3,C,1.0
202506010107,4,B,2.0
202506010107,5,B,2.0
202506010107,6,C,1.0
202506010107,7,B,2.0
202506010107,8,C,1.0
202506010107,9,C,1.0
202506010107,10,C,1.0
202506010107,11,C,1.0
202506010107,12,B,2.0
202506010107,13,C,1.0
202506010107,14,C,1.0
202506010107,15,C,1.0
202506010107,16,B,2.0
202506010108,2,B,2.0
202506010108,3,B,2.0
202506010108,4,C,1.0
202506010108,5,B,2.0
202506010108,6,B,2.0
202506010108,7,B,2.0
202506010108,8,C,1.0
202506010108,9,B,2.0
202506010108,10,B,2.0
202506010108,11,B,2.0
202506010108,12,B,2.0
202506010108,13,C,1.0
202506010108,14,C,1.0
202506010108,15,C,1.0
202506010108,16,B,2.0
202506010109,1,B,2.0
202506010109,2,B,2.0
202506010109,3,B,2.0
202506010109,4,C,1.0
202506010109,5,B,2.0
202506010109,6,B,2.0
202506010109,7,B,2.0
202506010109,8,C,1.0
202506010109,9,B,2.0
202506010109,10,B,2.0
202506010109,11,B,2.0
202506010109,12,B,2.0
202506010109,13,B,2.0
202506010109,14,B,2.0
202506010109,15,B,2.0
202506010109,16,C,1.0
202506010110,1,C,1.0
202506010110,2,B,2.0
202506010110,3,B,2.0
202506010110,4,B,2.0
202506010110,5,B,2.0
202506010110,6,B,2.0
202506010110,7,B,2.0
202506010110,8,B,2.0
202506010110,9,B,2.0
202506010110,10,A,3.0
202506010110,11,B,2.0
202506010110,12,B,2.0
202506010110,13,C,1.0
202506010110,14,C,1.0
202506010110,15,B,2.0
202506010111,1,B,2.0
202506010111,2,B,2.0
202506010111,3,C,1.0
202506010111,4,B,2.0
202506010111,5,B,2.0
202506010111,6,B,2.0
202506010111,7,C,1.0
202506010111,8,B,2.0
202506010111,9,C,1.0
202506010111,10,C,1.0
202506010111,11,C,1.0
202506010111,12,B,2.0
202506010111,13,C,1.0
202506010111,14,B,2.0
202506010111,15,B,2.0
202506010111,16,B,2.0
202506010111,17,B,2.0
202506010111,18,B,2.0
202506010112,1,B,2.0
202506010112,2,C,1.0
202506010112,3,B,2.0
202506010112,4,B,2.0
202506010112,5,B,2.0
202506010112,6,B,2.0
202506010112,7,C,1.0
202506010112,8,C,1.0
202506010112,9,C,1.0
202506010112,10,C,1.0
202506010112,11,C,1.0
202506010112,12,C,1.0
202506010112,13,C,1.0
202506010112,14,B,2.0
202506010112,15,B,2.0
202506010112,16,C,1.0
202506010201,1,B,2.0
202506010201,2,B,2.0
202506010201,4,B,2.0
202506010201,5,B,2.0
202506010201,6,C,1.0
202506010201,7,C,1.0
202506010201,9,C,1.0
202506010201,10,C,1.0
202506010201,11,B,2.0
202506010201,12,B,2.0
202506010201,13,B,2.0
202506010201,14,B,2.0
202506010201,15,B,2.0
202506010201,16,B,2.0
202506010202,1,C,1.0
202506010202,2,C,1.0
202506010202,3,B,2.0
202506010202,4,C,1.0
202506010202,5,C,1.0
202506010202,7,C,1.0
202506010202,8,B,2.0
202506010202,9,C,1.0
202506010202,10,C,1.0
202506010202,11,C,1.0
202506010202,12,C,1.0
202506010202,13,C,1.0
202506010202,14,C,1.0
202506010202,15,B,2.0
202506010202,16,B,2.0
202506010203,1,C,1.0
202506010203,2,B,2.0
202506010203,3,B,2.0
202506010203,4,C,1.0
202506010203,5,B,2.0
202506010203,6,B,2.0
202506010203,7,B,2.0
202506010203,8,B,2.0
202506010203,9,B,2.0
202506010203,10,C,1.0
202506010203,13,C,1.0
202506010203,14,C,1.0
202506010203,15,B,2.0
202506010203,16,B,2.0
202506010204,1,B,2.0
202506010204,2,B,2.0
202506010204,3,B,2.0
202506010204,4,C,1.0
202506010204,5,B,2.0
202506010204,6,B,2.0
202506010204,7,C,1.0
202506010204,8,C,1.0
202506010204,9,B,2.0
202506010204,10,B,2.0
202506010204,11,C,1.0
202506010204,12,B,2.0
202506010204,13,B,2.0
202506010204,14,C,1.0
202506010204,15,C,1.0
202506010204,16,B,2.0
202506010205,1,C,1.0
202506010205,2,C,1.0
202506010205,4,C,1.0
202506010205,5,C,1.0
202506010205,6,C,1.0
202506010205,7,C,1.0
202506010205,8,C,1.0
202506010205,9,B,2.0
202506010205,10,B,2.0
202506010205,11,C,1.0
202506010205,12,A,3.0
202506010205,13,C,1.0
202506010205,14,B,2.0
202506010205,15,C,1.0
202506010205,16,C,1.0
202506010206,1,B,2.0
202506010206,2,B,2.0
202506010206,3,B,2.0
202506010206,4,B,2.0
202506010206,5,C,1.0
202506010206,6,B,2.0
202506010206,7,B,2.0
202506010206,8,B,2.0
202506010206,10,B,2.0
202506010206,11,B,2.0
202506010206,13,B,2.0
202506010206,14,C,1.0
202506010206,15,C,1.0
202506010206,16,B,2.0
202506010206,18,C,1.0
202506010207,1,B,2.0
202506010207,2,B,2.0
202506010207,3,B,2.0
202506010207,4,B,2.0
202506010207,5,B,2.0
202506010207,7,B,2.0
202506010207,8,C,1.0
202506010207,11,B,2.0
202506010207,12,C,1.0
202506010208,1,B,2.0
202506010208,2,B,2.0
202506010208,3,B,2.0
202506010208,4,C,1.0
202506010208,5,C,1.0
202506010208,6,B,2.0
202506010208,7,B,2.0
202506010208,8,C,1.0
202506010208,9,C,1.0
202506010208,10,B,2.0
202506010208,11,B,2.0
202506010208,12,B,2.0
202506010208,13,B,2.0
202506010208,14,B,2.0
202506010209,1,C,1.0
202506010209,2,B,2.0
202506010209,3,C,1.0
202506010209,4,B,2.0
202506010209,5,C,1.0
202506010209,6,B,2.0
202506010209,7,B,2.0
202506010209,8,B,2.0
202506010209,9,C,1.0
202506010209,10,B,2.0
202506010209,12,B,2.0
202506010209,13,B,2.0
202506010209,14,B,2.0
202506010209,15,B,2.0
202506010209,16,C,1.0
202506010210,1,C,1.0
202506010210,2,B,2.0
202506010210,3,B,2.0
202506010210,4,B,2.0
202506010210,5,B,2.0
202506010210,6,B,2.0
202506010210,7,C,1.0
202506010210,8,B,2.0
202506010210,9,C,1.0
202506010210,10,B,2.0
202506010210,11,B,2.0
202506010210,12,C,1.0
202506010210,13,B,2.0
202506010210,14,B,2.0
202506010210,15,B,2.0
202506010211,1,B,2.0
202506010211,2,B,2.0
202506010211,3,B,2.0
202506010211,4,B,2.0
202506010211,5,C,1.0
202506010211,6,B,2.0
202506010211,7,B,2.0
202506010211,8,B,2.0
202506010211,9,B,2.0
202506010211,10,B,2.0
202506010211,11,B,2.0
202506010211,12,B,2.0
202506010211,14,B,2.0
202506010211,15,C,1.0
202506010211,16,B,2.0
202506010212,1,C,1.0
202506010212,2,C,1.0
202506010212,3,C,1.0
202506010212,4,C,1.0
202506010212,5,B,2.0
202506010212,6,B,2.0
202506010212,7,B,2.0
202506010212,8,B,2.0
202506010212,9,C,1.0
202506010212,10,B,2.0
202506010212,11,B,2.0
202506010212,12,B,2.0
202506010212,13,B,2.0
202506010212,14,C,1.0
202506010212,15,C,1.0
202506010212,16,C,1.0
202506010301,1,C,1.0
202506010301,2,B,2.0
202506010301,3,C,1.0
202506010301,4,B,2.0
202506010301,5,C,1.0
202506010301,6,B,2.0
202506010301,7,C,1.0
202506010301,8,B,2.0
202506010301,9,B,2.0
202506010301,10,C,1.0
202506010301,11,C,1.0
202506010301,12,C,1.0
202506010301,13,C,1.0
202506010301,14,C,1.0
202506010301,15,B,2.0
202506010301,16,C,1.0
202506010302,2,B,2.0
202506010302,3,C,1.0
202506010302,4,C,1.0
202506010302,5,B,2.0
202506010302,6,B,2.0
202506010302,7,C,1.0
202506010302,8,C,1.0
202506010302,9,C,1.0
202506010302,10,B,2.0
202506010302,11,C,1.0
202506010302,12,C,1.0
202506010302,13,B,2.0
202506010302,14,C,1.0
202506010302,15,C,1.0
202506010302,16,C,1.0
202506010303,1,B,2.0
202506010303,2,B,2.0
202506010303,3,C,1.0
202506010303,4,B,2.0
202506010303,5,B,2.0
202506010303,7,C,1.0
202506010303,9,C,1.0
202506010303,10,B,2.0
202506010303,13,C,1.0
202506010303,14,C,1.0
202506010303,15,B,2.0
202506010303,16,C,1.0
